,Maximum Pressure(predicted),Maximum Pressure,Crank Angle at Maximum Pressure(predicted),Crank Angle at Maximum Pressure,Maximum Rate of Pressure Rise(predicted),Maximum Rate of Pressure Rise,BMEP(predicted),BMEP,IMEP(predicted),IMEP,BSFC(predicted),BSFC,BSNOx(predicted),BSNOx,BSCO(predicted),BSCO
929,53.669277,53.9,22.130093,22.04,2.0672736,2.3,10.591932,10.88,12.597243,12.01,291.4703,292.9,5.0801473,5.24,218.5945,220.1
928,54.25152,54.6,22.009653,21.93,2.2966752,2.35,10.610172,11.06,12.507262,12.19,291.5703,291.0,5.1860347,5.42,217.26926,214.7
881,62.49582,63.4,17.943878,16.84,2.848879,3.18,10.75993,10.93,13.048112,12.16,286.03946,288.1,5.935462,5.72,216.73825,218.1
2021,66.97662,67.8,15.903196,17.0,3.5105155,3.2,10.035881,10.16,13.881819,12.62,336.59152,339.7,5.040561,4.33,322.9504,328.6
1730,37.375805,37.7,33.835537,34.08,0.3865656,0.98,9.899188,8.95,10.173419,11.23,374.58215,378.8,2.164168,2.24,339.93228,344.1
1289,42.890934,43.4,26.069723,26.29,1.0468179,1.47,8.154185,9.17,9.734019,10.75,321.62683,322.2,4.039717,4.08,265.5899,263.6
896,62.67773,64.4,18.19205,16.69,2.8606138,3.26,11.134663,11.09,13.218146,12.29,286.08286,287.9,5.785823,5.76,218.02457,217.9
2049,51.473946,54.3,21.0253,22.0,2.6416457,2.1,7.669142,9.47,12.424057,11.8,352.74207,353.5,4.2300057,3.56,337.70184,339.7
563,42.158237,42.3,28.197817,26.7,2.3932467,1.5,9.632414,8.94,10.269845,10.51,305.39798,304.3,4.493025,3.36,218.08682,220.1
1651,62.90341,61.3,18.801647,20.58,2.483193,2.56,10.795112,10.5,12.07844,12.9,320.97186,324.7,4.489365,3.87,292.82196,298.3
1508,52.960022,52.3,24.193676,25.77,1.7742122,1.86,11.141008,10.63,12.192432,12.87,321.9796,322.7,3.8426857,3.56,277.8925,280.0
1883,43.035408,45.1,27.286928,27.23,1.3561103,1.45,8.140985,9.12,10.335714,11.34,363.41144,362.3,3.098822,2.89,341.62524,339.2
906,48.276794,48.6,23.891068,23.09,1.5249417,1.96,9.40047,9.69,11.50881,11.08,298.871,298.4,4.8570266,4.83,225.7872,225.4
2061,53.866524,56.8,21.193201,22.0,2.6789594,2.24,8.941583,9.79,12.927646,12.19,348.72354,350.5,4.077734,3.63,332.82538,337.0
863,56.70911,57.3,19.679684,17.21,2.2265878,2.74,9.553552,9.74,11.9267645,11.23,291.26227,292.3,5.644924,5.41,221.68944,221.6
553,41.490128,41.5,28.48232,27.19,2.6154945,1.43,9.290809,8.9,9.745841,10.43,307.29993,303.6,4.5975647,3.32,217.59705,214.6
1451,57.852734,57.6,19.580214,20.18,2.1705685,2.45,9.7034235,10.13,11.331818,12.12,310.89578,315.6,4.703237,4.25,269.88947,276.1
1168,40.681965,40.1,30.126595,31.36,0.9451593,1.23,10.491008,9.95,11.716947,11.41,321.37054,320.5,3.6408782,3.64,249.634,248.3
2010,64.3736,65.1,15.425894,17.0,3.5281863,3.01,8.581954,9.76,13.447792,12.17,339.73096,342.9,5.2355137,4.4,327.46918,331.3
890,62.76397,64.3,17.92,16.7,2.8859532,3.25,10.979714,11.08,13.154866,12.28,285.08447,287.8,5.8658147,5.79,216.56602,217.2
1647,57.14848,56.1,20.965242,21.04,2.042018,2.29,9.704332,9.59,10.876117,11.81,330.17047,331.9,4.165746,3.87,302.31683,306.4
1489,47.844246,47.8,25.25912,26.16,1.3637087,1.68,9.314482,9.83,10.644178,11.83,328.6045,328.7,3.892247,3.48,282.55304,283.7
1356,39.62486,41.6,30.74477,32.09,0.7747589,1.23,10.460655,10.03,11.401229,11.92,330.8059,332.3,3.1369753,3.54,270.46036,270.1
1323,51.19324,54.0,23.755962,24.22,1.74933,2.06,10.924962,10.84,12.150209,12.87,306.24216,308.7,4.0549726,4.43,252.33582,253.2
1742,40.01086,39.2,33.146214,34.64,0.62074554,1.02,10.944502,9.31,11.081888,11.73,368.1256,374.7,2.1562068,2.29,333.36282,340.4
2118,29.258554,27.5,39.72466,39.0,0.5566999,0.59,6.718801,6.96,10.851876,8.87,454.10117,453.0,2.4540448,1.57,426.88174,427.5
1295,48.131477,48.6,24.075815,25.83,1.4580108,1.75,9.260377,10.17,10.970357,11.87,311.07327,313.8,4.3407893,4.2,253.42265,257.2
1721,34.434074,33.1,35.791794,34.83,0.10151969,0.82,8.676789,7.84,9.028459,9.94,393.1961,395.5,2.2373064,2.07,357.18167,359.7
721,51.5268,49.0,23.314371,22.77,2.7735844,1.98,10.084127,9.92,11.424307,11.02,294.71863,291.3,5.231353,4.4,214.21126,211.3
2104,43.687603,44.7,28.277561,29.0,1.7398247,1.4,9.173654,9.34,12.263955,11.57,372.32278,372.7,3.0043602,2.57,351.5732,354.1
1912,30.252245,26.1,40.499985,37.56,0.08293764,0.58,6.8295007,6.21,9.103664,8.17,454.03174,452.7,2.3800921,1.58,423.56277,417.8
1548,40.626167,39.9,32.28798,33.37,0.7172004,1.08,10.850223,9.65,11.414683,11.77,354.53204,352.8,2.6953743,2.73,306.64087,303.8
742,40.389362,34.8,28.62424,30.51,1.8084309,1.0,8.839995,8.84,9.855204,9.65,311.93863,312.6,4.485015,3.4,227.19528,228.1
728,51.081852,48.7,23.4686,22.95,2.4715846,1.95,10.222853,9.83,11.703263,10.95,294.3209,293.1,5.075241,4.2,215.7786,216.9
731,50.7747,48.7,23.409668,22.97,2.4215944,1.95,10.234942,9.83,11.713441,10.95,292.72498,293.2,5.0184746,4.19,214.7759,217.5
775,43.13221,38.9,28.073442,29.31,1.9276015,1.23,10.168974,9.55,11.186527,10.52,305.68054,304.6,4.3573146,3.69,222.11397,219.3
1286,62.94125,65.8,18.52047,18.91,2.639587,3.03,11.595924,11.34,13.173957,13.45,295.8693,298.0,5.0500727,5.0,244.73393,246.3
907,50.311043,51.0,23.300491,22.67,2.1303728,2.11,9.763968,10.2,11.504789,11.62,295.48636,294.2,5.0469832,5.09,219.4581,217.2
1752,41.63303,39.0,33.33212,34.66,0.7238693,1.01,11.3715315,9.24,11.478143,11.67,371.7581,375.0,2.2381732,2.33,336.01938,340.7
1963,72.029594,70.4,14.217701,13.0,3.729275,3.69,9.992598,9.59,13.845793,11.89,340.1201,341.2,5.6376653,5.04,327.03854,328.7
2007,63.301743,63.5,15.983,17.0,3.420174,2.92,8.32237,9.58,13.136675,11.94,342.93436,344.2,5.1979146,4.39,330.20993,332.6
2068,28.765131,27.4,35.359333,33.0,0.8571172,0.68,4.0960345,6.09,9.257945,7.87,438.34824,435.5,3.1619096,1.99,414.84058,410.9
941,36.279533,37.5,30.533197,29.84,0.6081833,1.18,8.647986,8.9,10.411515,10.33,320.5952,317.6,3.9883254,3.82,240.71196,237.0
725,51.0788,48.7,23.407503,22.94,2.514187,1.95,10.14673,9.82,11.613043,10.94,294.30072,293.2,5.1062636,4.2,215.53204,217.2
1146,38.1214,38.1,30.63231,31.11,0.669455,1.13,9.546532,9.51,11.043721,10.85,324.96707,324.3,3.6666577,3.63,252.43222,253.5
1719,33.27232,29.6,37.753677,35.46,-0.078368366,0.7,8.257993,6.91,8.534045,8.94,412.70285,413.0,2.1857054,1.95,377.60333,374.4
1466,65.05792,63.4,18.118904,19.75,2.695028,2.75,11.572171,11.02,13.08213,13.28,307.49622,309.5,4.9142027,4.28,267.12305,270.4
1362,40.273956,41.7,30.729986,32.08,0.8283691,1.24,10.652427,10.05,11.517546,11.96,331.9353,332.0,3.1190722,3.56,272.50464,269.4
